user_id,first_name,last_name,email,age,income_bracket,customer_tier,risk_profile,city,state,country,registration_date,preferred_categories,is_active,source_system
6bd501dc-a904-43f5-9019-3daf38187f96,Tanya,Carrillo,michaeladams@example.org,18,low,bronze,aggressive,Morriston,MN,USA,2025-07-03T16:23:29,"health,technology,travel,education",true,third_party_registration
3b010de0-6b59-4b07-b379-be7992daf2d0,Steven,Black,ramirezbrianna@example.com,31,medium,bronze,moderate,Knightview,UT,USA,2025-07-26T16:20:03,"entertainment,travel,groceries,technology",true,third_party_registration
88cd5ce8-feea-4e84-bf11-df785c463baf,Justin,Robles,ewood@example.net,55,high,gold,moderate,Toddchester,IL,USA,2025-07-19T12:22:30,"education,technology",true,third_party_registration
b6052d4b-415f-401f-817b-cba895262751,Robert,Hansen,sergiogood@example.org,30,high,gold,conservative,North Charles,NV,USA,2025-07-01T12:31:41,"education,entertainment,technology,health",true,third_party_registration
1a1629db-04f8-4ef4-80a0-55f8294e82e0,Christopher,Munoz,zachary94@example.com,70,very_high,platinum,conservative,Brianaville,CA,USA,2025-07-16T14:16:42,"entertainment,groceries,travel",true,third_party_registration
2db6b634-36df-496c-91a3-eacf157d09b3,Cindy,Summers,cochraneugene@example.com,40,medium,silver,conservative,Brownland,MN,USA,2025-07-08T12:42:39,"health,travel,fashion,groceries",true,third_party_registration
16ffd231-720a-49c5-8d7d-a58697d53e1b,Carrie,Dixon,gvelez@example.net,53,very_high,gold,conservative,Christopherville,RI,USA,2025-07-07T10:27:33,"education,health",true,third_party_registration
34dcbdd5-bc5f-49d8-8d52-dbf949d62ba2,Megan,Rollins,melinda73@example.net,46,medium,bronze,moderate,East Sandramouth,AR,USA,2025-07-22T16:11:40,"entertainment,groceries,fashion,education",false,third_party_registration
4a9fa345-1ef2-4f3c-afc9-65ae0e271016,Madison,Adams,perezjason@example.com,69,high,silver,moderate,South Mark,WI,USA,2025-07-27T17:40:09,"travel,groceries,fashion,health",true,third_party_registration
bf68e608-d446-4d3a-88cd-645719591d1e,Timothy,Pittman,zgarrison@example.net,37,medium,bronze,conservative,New Johnnyton,WY,USA,2025-07-08T11:11:52,"fashion,entertainment,travel",true,third_party_registration
430983c9-6f30-4092-b2b6-12b774e1d930,Samuel,Cowan,nsmith@example.org,44,medium,silver,moderate,Alfredview,CT,USA,2025-07-11T14:14:59,"fashion,groceries,travel,health",true,third_party_registration
09964343-d91d-42d0-bea9-264434775a50,Samuel,Lane,kmay@example.org,25,medium,silver,aggressive,South Amyland,UT,USA,2025-07-11T12:11:09,"technology,groceries",true,third_party_registration
2bc5bac0-6e1f-4d73-a984-a451227c4357,Kristina,Ferguson,bsmith@example.net,47,medium,silver,moderate,West Nicholasborough,MN,USA,2025-07-18T17:39:47,"travel,technology,education,groceries",true,third_party_registration
87137963-60ed-4c1c-a045-3e94c2634a35,Ruben,Roy,gspencer@example.com,51,high,silver,moderate,East Williambury,MI,USA,2025-07-09T10:09:11,"education,entertainment",true,third_party_registration
c49b08ab-8254-44b0-b25e-594fd61a7f1f,Patricia,Peterson,vacevedo@example.net,60,high,gold,moderate,Nicholastown,KY,USA,2025-07-25T15:28:54,"fashion,travel,technology,entertainment",true,third_party_registration
7bac8321-0acf-45ae-8218-7b1cf8b68535,Michael,Clark,robertmendez@example.org,57,high,gold,conservative,East Keith,MT,USA,2025-07-06T12:25:45,"fashion,health,technology",true,third_party_registration
